id	Gemeindekennziffer	Gemeindename	Ortsname	PLZ	Bezirk	Bundesland	Lat	Lon	Einwohner_2001	KFZ-Kennzeichen	Fläche_km2	Seehöhe
43010681	41228	Sankt Martin im Innkreis	Sindhöring	4973	Ried im Innkreis	Oberösterreich	48.3000000	13.4000000	62	RI	8.89	372
43010682	41229	Schildorn	Ebersau	4925	Ried im Innkreis	Oberösterreich	48.1333333	13.4500000	168	RI	13.28	520
43010683	41229	Schildorn	Ecklham	4925	Ried im Innkreis	Oberösterreich	48.1333333	13.4500000	43	RI	13.28	520
43010684	41229	Schildorn	Freidling	4910, 4925	Ried im Innkreis	Oberösterreich	48.1333333	13.4500000	82	RI	13.28	520
43010685	41229	Schildorn	Knirzing	4925	Ried im Innkreis	Oberösterreich	48.1333333	13.4500000	14	RI	13.28	520
43010686	41229	Schildorn	Kronawitten	4925	Ried im Innkreis	Oberösterreich	48.1333333	13.4500000	0	RI	13.28	520
43010687	41229	Schildorn	Litzlham	4925	Ried im Innkreis	Oberösterreich	48.1500000	13.4333333	71	RI	13.28	520
43010688	41229	Schildorn	Ottenberg	4925	Ried im Innkreis	Oberösterreich	48.1166667	14.1333333	35	RI	13.28	520
43010689	41229	Schildorn	Sankt Kollmann	4924, 4925	Ried im Innkreis	Oberösterreich	48.1166667	13.4500000	109	RI	13.28	520
43010690	41229	Schildorn	Schildorn	4925	Ried im Innkreis	Oberösterreich	48.1333333	13.4500000	399	RI	13.28	520
43010691	41229	Schildorn	Schmidsberg	4925	Ried im Innkreis	Oberösterreich	48.3833333	14.5166667	51	RI	13.28	520
43010692	41229	Schildorn	Weiketsedt	4925	Ried im Innkreis	Oberösterreich	48.1666667	13.4500000	70	RI	13.28	520
43010693	41229	Schildorn	Weissenbrunn	4924	Ried im Innkreis	Oberösterreich	48.1333333	13.4500000	20	RI	13.28	520
43010694	41229	Schildorn	Wolfersberg	4924	Ried im Innkreis	Oberösterreich	48.1333333	13.4500000	20	RI	13.28	520
43010695	41230	Senftenbach	Berg	4973	Ried im Innkreis	Oberösterreich	47.9333333	13.5333333	39	RI	9.73	414
43010696	41230	Senftenbach	Bruck	4973	Ried im Innkreis	Oberösterreich	48.1000000	14.2000000	56	RI	9.73	414
43010697	41230	Senftenbach	Dobl	4973	Ried im Innkreis	Oberösterreich	48.2666667	13.4000000	114	RI	9.73	414
43010698	41230	Senftenbach	Furth	4973	Ried im Innkreis	Oberösterreich	48.1333333	13.1333333	137	RI	9.73	414
43010699	41230	Senftenbach	Langzaun	4973	Ried im Innkreis	Oberösterreich	48.2500000	13.4166667	41	RI	9.73	414
43010700	41230	Senftenbach	Ort	4973	Ried im Innkreis	Oberösterreich	47.8000000	13.4333333	24	RI	9.73	414
43010701	41230	Senftenbach	Reisedt	4973	Ried im Innkreis	Oberösterreich	48.2500000	13.4166667	71	RI	9.73	414
43010702	41230	Senftenbach	Sankt Ulrich	4973	Ried im Innkreis	Oberösterreich	48.2833333	13.4166667	40	RI	9.73	414
43010703	41230	Senftenbach	Stockham	4973	Ried im Innkreis	Oberösterreich	48.2500000	13.4166667	15	RI	9.73	414
43010704	41230	Senftenbach	Weindorf	4973	Ried im Innkreis	Oberösterreich	48.2666667	13.4333333	30	RI	9.73	414
43010705	41230	Senftenbach	Wolfau	4973	Ried im Innkreis	Oberösterreich	48.2666667	13.4000000	0	RI	9.73	414
43010706	41231	Taiskirchen im Innkreis	Aichet	4753	Ried im Innkreis	Oberösterreich	48.1833333	13.3666667	12	RI	34.52	475
43010707	41231	Taiskirchen im Innkreis	Altmannsdorf	4753	Ried im Innkreis	Oberösterreich	48.2500000	13.5666667	58	RI	34.52	475
43010708	41231	Taiskirchen im Innkreis	Arling	4753	Ried im Innkreis	Oberösterreich	48.2666667	13.5666667	48	RI	34.52	475
43010709	41231	Taiskirchen im Innkreis	Baumgarten	4752	Ried im Innkreis	Oberösterreich	48.2166667	14.6500000	43	RI	34.52	475
43010710	41231	Taiskirchen im Innkreis	Brandstätten	4753	Ried im Innkreis	Oberösterreich	48.2833333	13.5500000	41	RI	34.52	475
43010711	41231	Taiskirchen im Innkreis	Breitenried	4753	Ried im Innkreis	Oberösterreich	48.2833333	13.6000000	286	RI	34.52	475
43010712	41231	Taiskirchen im Innkreis	Bruckleiten	4753	Ried im Innkreis	Oberösterreich	48.2666667	13.5666667	49	RI	34.52	475
43010713	41231	Taiskirchen im Innkreis	Edtleiten	4753	Ried im Innkreis	Oberösterreich	48.2666667	13.5666667	58	RI	34.52	475
43010714	41231	Taiskirchen im Innkreis	Ellerbach	4753	Ried im Innkreis	Oberösterreich	48.2666667	13.5666667	67	RI	34.52	475
43010715	41231	Taiskirchen im Innkreis	Flohleiten	4753	Ried im Innkreis	Oberösterreich	48.2666667	13.5666667	97	RI	34.52	475
43010716	41231	Taiskirchen im Innkreis	Gansing	4753	Ried im Innkreis	Oberösterreich	48.2666667	13.5666667	15	RI	34.52	475
43010717	41231	Taiskirchen im Innkreis	Gotthalmsedt	4753	Ried im Innkreis	Oberösterreich	48.2666667	13.5666667	32	RI	34.52	475
43010718	41231	Taiskirchen im Innkreis	Günzing	4753	Ried im Innkreis	Oberösterreich	48.2666667	13.5666667	29	RI	34.52	475
43010719	41231	Taiskirchen im Innkreis	Helfingsdorf	4753	Ried im Innkreis	Oberösterreich	48.2666667	13.5666667	88	RI	34.52	475
43010720	41231	Taiskirchen im Innkreis	Hohenerlach	4751	Ried im Innkreis	Oberösterreich	48.2666667	13.5666667	43	RI	34.52	475
43010721	41231	Taiskirchen im Innkreis	Jebing	4753	Ried im Innkreis	Oberösterreich	48.2666667	13.5666667	36	RI	34.52	475
43010722	41231	Taiskirchen im Innkreis	Jedretsberg	4753	Ried im Innkreis	Oberösterreich	48.2666667	13.5666667	44	RI	34.52	475
43010723	41231	Taiskirchen im Innkreis	Kainzing	4753	Ried im Innkreis	Oberösterreich	48.2666667	13.5833333	42	RI	34.52	475
43010724	41231	Taiskirchen im Innkreis	Kleingaisbach	4753	Ried im Innkreis	Oberösterreich	48.2666667	13.5666667	95	RI	34.52	475
43010725	41231	Taiskirchen im Innkreis	Kühdobl	4753	Ried im Innkreis	Oberösterreich	48.2666667	13.5666667	23	RI	34.52	475
43010726	41231	Taiskirchen im Innkreis	Lacken	4753	Ried im Innkreis	Oberösterreich	48.3666667	14.0833333	37	RI	34.52	475
43010727	41231	Taiskirchen im Innkreis	Ottenedt	4751	Ried im Innkreis	Oberösterreich	48.2666667	13.5666667	124	RI	34.52	475
43010728	41231	Taiskirchen im Innkreis	Petersham	4753	Ried im Innkreis	Oberösterreich	48.2666667	13.5666667	48	RI	34.52	475
43010729	41231	Taiskirchen im Innkreis	Pimmingsdorf	4751	Ried im Innkreis	Oberösterreich	48.2666667	13.5666667	0	RI	34.52	475
43010730	41231	Taiskirchen im Innkreis	Schatzdorf	4751	Ried im Innkreis	Oberösterreich	48.2666667	13.5666667	60	RI	34.52	475
43010731	41231	Taiskirchen im Innkreis	Sittling	4753	Ried im Innkreis	Oberösterreich	48.2666667	13.5666667	27	RI	34.52	475
43010732	41231	Taiskirchen im Innkreis	Taiskirchen im Innkreis	4753	Ried im Innkreis	Oberösterreich	48.2666667	13.5666667	741	RI	34.52	475
43010733	41231	Taiskirchen im Innkreis	Tiefenbach	4753	Ried im Innkreis	Oberösterreich	48.2833333	13.5666667	69	RI	34.52	475
43010734	41231	Taiskirchen im Innkreis	Wiesenberg	4753	Ried im Innkreis	Oberösterreich	48.2833333	13.5333333	67	RI	34.52	475
43010735	41231	Taiskirchen im Innkreis	Wietraun	4753	Ried im Innkreis	Oberösterreich	48.2666667	13.5666667	29	RI	34.52	475
43010736	41231	Taiskirchen im Innkreis	Wohleiten	4752, 4753	Ried im Innkreis	Oberösterreich	48.2666667	13.5666667	50	RI	34.52	475
43010737	41231	Taiskirchen im Innkreis	Wolfsedt	4753	Ried im Innkreis	Oberösterreich	48.2666667	13.5666667	27	RI	34.52	475
43010738	41231	Taiskirchen im Innkreis	Zahra	4753	Ried im Innkreis	Oberösterreich	48.2666667	13.5666667	56	RI	34.52	475
43010739	41232	Tumeltsham	Holnberg	4910	Ried im Innkreis	Oberösterreich	48.2333333	13.5000000	42	RI	9.11	438
43010740	41232	Tumeltsham	Am Stadion	4910	Ried im Innkreis	Oberösterreich	48.2333333	13.5000000	35	RI	9.11	438
43010741	41232	Tumeltsham	Hannesgrub	4910	Ried im Innkreis	Oberösterreich	48.2333333	13.5000000	15	RI	9.11	438
43010742	41232	Tumeltsham	Aigen	4743, 4910	Ried im Innkreis	Oberösterreich	48.0500000	13.9000000	27	RI	9.11	438
43010743	41232	Tumeltsham	Eschlried	4743	Ried im Innkreis	Oberösterreich	48.2333333	13.5000000	13	RI	9.11	438
43010744	41232	Tumeltsham	Holzhäuseln	4743	Ried im Innkreis	Oberösterreich	48.4772222	14.1391667	59	RI	9.11	438
43010745	41232	Tumeltsham	Moosedt	4754	Ried im Innkreis	Oberösterreich	48.2333333	13.5000000	34	RI	9.11	438
43010746	41232	Tumeltsham	Ornetsmühl	4910	Ried im Innkreis	Oberösterreich	48.2333333	13.5000000	143	RI	9.11	438
43010747	41232	Tumeltsham	Pesenreith	4971	Ried im Innkreis	Oberösterreich	48.2333333	13.5000000	40	RI	9.11	438
43010748	41232	Tumeltsham	Rabenberg	4910	Ried im Innkreis	Oberösterreich	48.2333333	13.5000000	14	RI	9.11	438
43010749	41232	Tumeltsham	Schnalla	4910	Ried im Innkreis	Oberösterreich	48.2333333	13.5000000	247	RI	9.11	438
43010750	41232	Tumeltsham	Tumeltsham	4743, 4910	Ried im Innkreis	Oberösterreich	48.2333333	13.5000000	309	RI	9.11	438
43010751	41232	Tumeltsham	Walchshausen	4754	Ried im Innkreis	Oberösterreich	48.2333333	13.5000000	15	RI	9.11	438
43010752	41233	Utzenaich	Aigen	4972	Ried im Innkreis	Oberösterreich	48.0500000	13.9000000	27	RI	20.35	398
43010753	41233	Utzenaich	Albertsedt	4754	Ried im Innkreis	Oberösterreich	48.2833333	13.4666667	17	RI	20.35	398
43010754	41233	Utzenaich	Antiesen	4971, 4972	Ried im Innkreis	Oberösterreich	48.2833333	13.4666667	47	RI	20.35	398
43010755	41233	Utzenaich	Dann	4972	Ried im Innkreis	Oberösterreich	48.2833333	13.4666667	0	RI	20.35	398
43010756	41233	Utzenaich	Dietarding	4972	Ried im Innkreis	Oberösterreich	48.2833333	13.4666667	0	RI	20.35	398
43010757	41233	Utzenaich	Dobl	4972	Ried im Innkreis	Oberösterreich	48.2666667	13.4000000	114	RI	20.35	398
43010758	41233	Utzenaich	Dulmading	4972	Ried im Innkreis	Oberösterreich	48.2666667	13.4666667	59	RI	20.35	398
43010759	41233	Utzenaich	Etting	4972	Ried im Innkreis	Oberösterreich	48.2833333	13.4666667	0	RI	20.35	398
43010760	41233	Utzenaich	Flöcklern	4972	Ried im Innkreis	Oberösterreich	48.2833333	13.4666667	16	RI	20.35	398
43010761	41233	Utzenaich	Gaisbach	4972	Ried im Innkreis	Oberösterreich	48.2833333	13.4666667	16	RI	20.35	398
43010762	41233	Utzenaich	Gunderpolling	4972	Ried im Innkreis	Oberösterreich	48.2833333	13.4666667	200	RI	20.35	398
43010763	41233	Utzenaich	Himmelreich	4972	Ried im Innkreis	Oberösterreich	48.2833333	13.4666667	31	RI	20.35	398
43010764	41233	Utzenaich	Murau	4972	Ried im Innkreis	Oberösterreich	48.2833333	13.4666667	48	RI	20.35	398
43010765	41233	Utzenaich	Rabenfurt	4972	Ried im Innkreis	Oberösterreich	48.2833333	13.4666667	87	RI	20.35	398
43010766	41233	Utzenaich	Reschenedt	4772	Ried im Innkreis	Oberösterreich	48.2833333	13.4666667	13	RI	20.35	398
43010767	41233	Utzenaich	Stelzham	4972	Ried im Innkreis	Oberösterreich	48.2833333	13.4666667	23	RI	20.35	398
43010768	41233	Utzenaich	Straß	4754	Ried im Innkreis	Oberösterreich	48.1333333	12.9833333	91	RI	20.35	398
43010769	41233	Utzenaich	Unterhaselberg	4972	Ried im Innkreis	Oberösterreich	48.2833333	13.4666667	21	RI	20.35	398
43010770	41233	Utzenaich	Utzenaich	4972	Ried im Innkreis	Oberösterreich	48.2833333	13.4666667	571	RI	20.35	398
43010771	41233	Utzenaich	Weilbolden	4972	Ried im Innkreis	Oberösterreich	48.2833333	13.4666667	48	RI	20.35	398
43010772	41233	Utzenaich	Wilhelming	4972	Ried im Innkreis	Oberösterreich	48.3000000	13.5000000	68	RI	20.35	398
43010773	41233	Utzenaich	Wimm	4972	Ried im Innkreis	Oberösterreich	48.0333333	13.5333333	47	RI	20.35	398
43010774	41233	Utzenaich	Windhag	4972	Ried im Innkreis	Oberösterreich	48.4833333	14.1500000	211	RI	20.35	398
43010775	41233	Utzenaich	Wohlmuthen	4772, 4972	Ried im Innkreis	Oberösterreich	48.2833333	13.4666667	10	RI	20.35	398
43010776	41233	Utzenaich	Wolfstraß	4972	Ried im Innkreis	Oberösterreich	48.2833333	13.4666667	17	RI	20.35	398
43010777	41234	Waldzell	Bach	4924	Ried im Innkreis	Oberösterreich	48.1166667	13.4000000	40	RI	40.24	522
43010778	41234	Waldzell	Baumgarten	4924	Ried im Innkreis	Oberösterreich	48.2166667	14.6500000	43	RI	40.24	522
43010779	41234	Waldzell	Besendorf	4924	Ried im Innkreis	Oberösterreich	48.1333333	13.4333333	61	RI	40.24	522
43010780	41234	Waldzell	Bleckenwegen	4924	Ried im Innkreis	Oberösterreich	48.1333333	13.4333333	47	RI	40.24	522
43010781	41234	Waldzell	Brackenberg	4924	Ried im Innkreis	Oberösterreich	48.1333333	13.4333333	40	RI	40.24	522
43010782	41234	Waldzell	Brandstatt	4924	Ried im Innkreis	Oberösterreich	48.3333333	14.0166667	102	RI	40.24	522
43010783	41234	Waldzell	Brast	4924	Ried im Innkreis	Oberösterreich	48.1333333	13.4333333	30	RI	40.24	522
43010784	41234	Waldzell	Breitwies	4924	Ried im Innkreis	Oberösterreich	48.1333333	13.4333333	29	RI	40.24	522
43010785	41234	Waldzell	Dundeck	4924	Ried im Innkreis	Oberösterreich	48.1333333	13.4333333	88	RI	40.24	522
43010786	41234	Waldzell	Edthelm	4924	Ried im Innkreis	Oberösterreich	48.1333333	13.4333333	10	RI	40.24	522
43010787	41234	Waldzell	Födering	4924	Ried im Innkreis	Oberösterreich	48.1333333	13.4333333	34	RI	40.24	522
43010788	41234	Waldzell	Gitthof	4924	Ried im Innkreis	Oberösterreich	48.1166667	13.4000000	60	RI	40.24	522
43010789	41234	Waldzell	Hacksperr	4924	Ried im Innkreis	Oberösterreich	48.1333333	13.4333333	82	RI	40.24	522
43010790	41234	Waldzell	Hartlberg	4924	Ried im Innkreis	Oberösterreich	48.1333333	13.4333333	53	RI	40.24	522
43010791	41234	Waldzell	Höschmühl	4924	Ried im Innkreis	Oberösterreich	48.1333333	13.4333333	42	RI	40.24	522
43010792	41234	Waldzell	Knechtsgern	4924	Ried im Innkreis	Oberösterreich	48.1333333	13.4333333	51	RI	40.24	522
43010793	41234	Waldzell	Kohleck	4924	Ried im Innkreis	Oberösterreich	48.1000000	13.3833333	50	RI	40.24	522
43010794	41234	Waldzell	Lerz	4924	Ried im Innkreis	Oberösterreich	48.1000000	13.4166667	61	RI	40.24	522
43010795	41234	Waldzell	Maireck	4924	Ried im Innkreis	Oberösterreich	48.1166667	13.4333333	55	RI	40.24	522
43010796	41234	Waldzell	Neffenedt	4924	Ried im Innkreis	Oberösterreich	48.1333333	13.4333333	32	RI	40.24	522
43010797	41234	Waldzell	Nußbaum am Kobernaußer Walde	4924	Ried im Innkreis	Oberösterreich	48.1333333	13.4333333	81	RI	40.24	522
43010798	41234	Waldzell	Reith	4924	Ried im Innkreis	Oberösterreich	47.9166667	13.9166667	88	RI	40.24	522
43010799	41234	Waldzell	Roderer	4924	Ried im Innkreis	Oberösterreich	48.1333333	13.4333333	35	RI	40.24	522
